indicator_id,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CR.1,,,,,,,,,,,,,,,,,,,,69.5999984741211,70.5999984741211,71.4000015258789,72.0999984741211,72.5999984741211,73.29999542236328,73.9000015258789,74.5999984741211,75.5,76.80000305175781,81.050003,79.79999542236328,81.30000305175781,82.80000305175781,84.19999694824219,83.8581771850586,86.4000015258789,87.4000015258789,85.57999699999999,85.58101654052734,89.60000610351562,90.20000457763672,90.8000030517578,91.39999389648438,90.86884307861328,91.38,93.09999847412108,93.690002,94.0,94.40000152587892,,,
CR.1.F,,,,,,,,,,,,,,,,,,,,62.09999847412109,63.40000152587891,64.70000457763672,65.9000015258789,67.0,68.0999984741211,69.0999984741211,70.0999984741211,71.4000015258789,73.0999984741211,76.069999,76.70000457763672,78.5999984741211,80.5,82.30000305175781,81.30888366699219,85.29999542236328,86.5999984741211,85.970002,85.9661865234375,89.60000610351562,90.40000152587892,91.1999969482422,91.90000152587892,91.53024291992188,92.089999,93.8000030517578,93.010002,94.8000030517578,95.20000457763672,,,
CR.1.F.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8447099924087524,,,,0.8837699890136719,,,,,0.9531099796295166,,,,,,,,
CR.1.F.WPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5635700225830078,,,,0.6646999716758728,,,,,0.8941299915313721,,,,,,,,
CR.1.GPIA,,,,,,,,,,,,,,,,,,,,0.8033634424209595,0.8138639330863953,0.826309084892273,0.8394904732704163,0.8524172902107239,0.864213228225708,0.8724747896194458,0.8795483112335205,0.8891656994819641,0.9013563394546508,0.8878384232521057,0.921875,0.9334917068481444,0.9448357224464417,0.9558653235435486,0.9415000081062316,0.9748570919036864,0.9829738736152648,1.008723974227905,1.008659958839417,1.002232193946838,1.005530953407288,1.009868383407593,1.013057708740234,1.014219999313354,1.014768123626709,1.019189834594727,0.9860065579414368,1.021097183227539,1.022058844566345,,,
CR.1.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8458436131477356,,,,,0.8983500003814697,,,0.9074564576148988,0.9074000120162964,,,,,0.9704800248146056,0.9627448916435242,,0.9928799271583556,,,,,
CR.1.M,,,,,,,,,,,,,,,,,,,,77.30000305175781,77.9000015258789,78.30000305175781,78.5,78.5999984741211,78.79999542236328,79.19999694824219,79.69999694824219,80.29999542236328,81.0999984741211,85.680002,83.20000457763672,84.19999694824219,85.19999694824219,86.0999984741211,86.36116790771484,87.5,88.0999984741211,85.219997,85.22144317626953,89.4000015258789,89.9000015258789,90.3000030517578,90.6999969482422,90.22860717773438,90.73,92.0,94.330001,92.79999542236328,93.09999847412108,,,
CR.1.M.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9519699811935424,,,,0.930050015449524,,,,,0.9878000020980836,,,,,,,,
CR.1.M.WPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7310199737548828,,,,0.7518200278282166,,,,,0.892799973487854,,,,,,,,
CR.1.Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.07461166381836,,,69.480002,69.47759246826172,,,,,86.9599609375,86.229998,,89.899999,,,,,
CR.1.Q1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.08681869506836,,,65.24999700000001,65.24868774414062,,,,,87.27134704589844,84.75000299999999,,88.239998,,,,,
CR.1.Q1.F.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9078500270843506,,,,1.077029943466187,,,,,0.9537799954414368,,,,,,,,
CR.1.Q1.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7788900136947632,,,,0.892769992351532,,,,,1.00669002532959,,,,,,,,
CR.1.Q1.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.117699980735779,,,,1.166329979896545,,,,,1.060559988021851,,,,,,,,
CR.1.Q1.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.72501373291016,,,73.089999,73.08564758300781,,,,,86.68792724609375,87.669998,,91.850001,,,,,
CR.1.Q1.M.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.276669979095459,,,,1.230819940567017,,,,,1.141589999198914,,,,,,,,
CR.1.Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.02823638916016,,,82.969999,82.96652221679688,,,,,88.49653625488281,89.889997,,91.109997,,,,,
CR.1.Q2.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.39057159423828,,,85.31,85.31358337402344,,,,,89.9249267578125,90.369999,,90.429997,,,,,
CR.1.Q2.F.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.114150047302246,,,,1.064470052719116,,,,,0.9886699914932252,,,,,,,,
CR.1.Q2.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9172000288963318,,,,1.053140044212341,,,,,1.032979965209961,,,,,,,,
CR.1.Q2.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.109369993209839,,,,1.02961003780365,,,,,1.096560001373291,,,,,,,,
CR.1.Q2.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.46749114990234,,,80.779999,80.7802505493164,,,,,86.95909118652344,89.459997,,91.769999,,,,,
CR.1.Q2.M.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.111570000648499,,,,0.9949100017547609,,,,,1.194069981575012,,,,,,,,
CR.1.Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4594497680664,,,88.370001,88.3673095703125,,,,,91.42172241210938,90.170002,,94.099998,,,,,
CR.1.Q3.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.07411193847656,,,89.719999,89.72207641601562,,,,,90.10608673095705,92.500001,,92.89,,,,,
CR.1.Q3.F.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.051409959793091,,,,1.025449991226196,,,,,1.238919973373413,,,,,,,,
CR.1.Q3.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9696999788284302,,,,1.029520034790039,,,,,0.9730600118637084,,,,,,,,
CR.1.Q3.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.095489978790283,,,,1.07721996307373,,,,,1.181800007820129,,,,,,,,
CR.1.Q3.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.79448699951172,,,87.07000000000001,87.07350158691406,,,,,92.60041046142578,88.120002,,95.130002,,,,,
CR.1.Q3.M.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.135560035705566,,,,1.119539976119995,,,,,1.147519946098328,,,,,,,,
CR.1.Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.14385223388672,,,94.840002,94.83824157714844,,,,,92.23693084716795,94.010001,,96.170002,,,,,
CR.1.Q4.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.37600708007812,,,95.8,95.80240631103516,,,,,94.37126159667967,95.139998,,97.299999,,,,,
CR.1.Q4.F.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.042350053787231,,,,1.03099000453949,,,,,1.047049999237061,,,,,,,,
CR.1.Q4.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005020022392273,,,,1.019760012626648,,,,,1.046869993209839,,,,,,,,
CR.1.Q4.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.035240054130554,,,,1.04778003692627,,,,,1.06564998626709,,,,,,,,
CR.1.Q4.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.90228271484376,,,93.910003,93.9091796875,,,,,89.94792175292969,93.049997,,95.22,,,,,
CR.1.Q4.M.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.027320027351379,,,,1.063349962234497,,,,,1.084820032119751,,,,,,,,
CR.1.Q5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.25231170654295,,,97.689998,97.68659973144533,,,,,97.345703125,95.889997,,97.359997,,,,,
CR.1.Q5.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.74627685546876,,,98.159999,98.16329193115234,,,,,97.60446166992188,96.539998,,97.359997,,,,,
CR.1.Q5.F.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.008409976959229,,,,1.001459956169128,,,,,0.0,,,,,,,,
CR.1.Q5.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.010210037231445,,,,1.009690046310425,,,,,1.005200028419495,,,,,,,,
CR.1.Q5.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.016379952430725,,,,1.012369990348816,,,,,0.0,,,,,,,,
CR.1.Q5.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.748291015625,,,97.210002,97.21221923828124,,,,,97.09722137451172,95.190001,,97.359997,,,,,
CR.1.Q5.M.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025349974632263,,,,1.022840023040771,,,,,0.0,,,,,,,,
CR.1.RUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,,,,,80.2455062866211,,,82.27000199999999,82.26947784423828,,,,,89.88916015625,89.929998,,93.430001,,,,,
CR.1.RUR.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.979999,,,,,75.8104476928711,,,81.770003,81.76998138427734,,,,,89.95039367675781,89.98,,93.000001,,,,,
CR.1.RUR.F.WPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5547900199890137,,,,0.6677500009536743,,,,,0.0,,,,,,,,
CR.1.RUR.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8956000208854675,,,,0.9882500171661376,,,,,1.00134003162384,,,,,,,,
CR.1.RUR.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.140003,,,,,84.64811706542969,,,82.740003,82.74214172363281,,,,,89.82965087890625,89.880002,,93.82,,,,,
CR.1.RUR.M.WPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7313699722290039,,,,0.7524499893188477,,,,,0.0,,,,,,,,
CR.1.RUR.Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.70922088623047,,,70.450002,70.45284271240234,,,,,87.31664276123047,84.59,,90.810001,,,,,
CR.1.RUR.Q1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.61420822143555,,,65.63000100000001,65.63218688964844,,,,,87.0111312866211,83.26,,88.870001,,,,,
CR.1.RUR.Q1.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7542499899864197,,,,0.8794699907302856,,,,,0.9934300184249878,,,,,,,,
CR.1.RUR.Q1.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.40853118896484,,,74.629998,74.62740325927734,,,,,87.58660888671875,85.939997,,92.949998,,,,,
CR.1.RUR.Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5792465209961,,,83.319998,83.31552124023438,,,,,88.92701721191406,89.98,,89.999998,,,,,
CR.1.RUR.Q2.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.82546997070312,,,86.07000099999999,86.07225036621094,,,,,89.87776947021484,90.109998,,89.55,,,,,
CR.1.RUR.Q2.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9150999784469604,,,,1.062180042266846,,,,,1.022070050239563,,,,,,,,
CR.1.RUR.Q2.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.23117065429688,,,80.720001,80.72000122070312,,,,,87.8939437866211,89.87,,90.390003,,,,,
CR.1.RUR.Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.46121978759766,,,90.880001,90.88004302978516,,,,,93.14441680908205,89.029998,,94.83,,,,,
CR.1.RUR.Q3.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.669677734375,,,90.48,90.47501373291016,,,,,91.99108123779295,89.450002,,94.880003,,,,,
CR.1.RUR.Q3.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9422799944877625,,,,0.9909099936485292,,,,,0.9764099717140198,,,,,,,,
CR.1.RUR.Q3.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.100830078125,,,91.31,91.3051986694336,,,,,94.21309661865234,88.620001,,94.779998,,,,,
CR.1.RUR.Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.37940979003906,,,98.009998,98.01217651367188,,,,,96.9214096069336,93.300003,,95.69,,,,,
CR.1.RUR.Q4.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0399932861328,,,97.799999,97.79572296142578,,,,,97.72062683105467,94.65,,97.009999,,,,,
CR.1.RUR.Q4.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01433002948761,,,,0.9954000115394592,,,,,1.017500042915344,,,,,,,,
CR.1.RUR.Q4.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.64981079101564,,,98.250002,98.24783325195312,,,,,96.01046752929688,92.1,,94.580001,,,,,
CR.1.RUR.Q5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.65677642822266,,,98.750001,98.75450134277344,,,,,0.0,94.599998,,96.810001,,,,,
CR.1.RUR.Q5.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.44159698486328,,,98.290002,98.28909301757812,,,,,0.0,94.849998,,96.359998,,,,,
CR.1.RUR.Q5.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9943199753761292,,,,0.9910200238227844,,,,,0.0,,,,,,,,
CR.1.RUR.Q5.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00347137451172,,,99.180001,99.17931365966795,,,,,0.0,94.370002,,97.189999,,,,,
CR.1.RUR.WPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6457700133323669,,,,0.7134100198745728,,,,,0.0,,,,,,,,
CR.1.URB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25999999999999,,,,,89.32568359375,,,90.66,90.66471099853516,,,,,92.62299346923828,93.409997,,94.099998,,,,,
CR.1.URB.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.539998,,,,,89.74732971191406,,,92.519999,92.52411651611328,,,,,94.37564849853516,95.039999,,93.010002,,,,,
CR.1.URB.F.WPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6162899732589722,,,,0.6172099709510803,,,,,0.9346699714660645,,,,,,,,
CR.1.URB.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.009230017662048,,,,1.038470029830933,,,,,1.036419987678528,,,,,,,,
CR.1.URB.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.029999,,,,,88.91853332519531,,,88.959998,88.96482849121094,,,,,90.93892669677734,91.92,,95.169997,,,,,
CR.1.URB.M.WPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5427799820899963,,,,0.5922899842262268,,,,,0.7743300199508667,,,,,,,,
CR.1.URB.Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.21062850952148,,,58.73,58.73421096801758,,,,,82.02861785888672,90.539998,,88.010001,,,,,
CR.1.URB.Q1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.15803146362305,,,60.579997,60.57680892944336,,,,,91.22802734375,89.03999900000001,,87.08999800000001,,,,,
CR.1.URB.Q1.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.129369974136353,,,,1.052410006523132,,,,,1.175850033760071,,,,,,,,
CR.1.URB.Q1.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.37538146972656,,,57.4,57.40172958374023,,,,,75.18544006347656,91.799998,,89.289999,,,,,
CR.1.URB.Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.43839263916016,,,80.849999,80.84860229492188,,,,,80.3405990600586,89.719999,,92.989999,,,,,
CR.1.URB.Q2.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.71363067626953,,,80.519998,80.5228271484375,,,,,90.90756225585938,90.789998,,91.729999,,,,,
CR.1.URB.Q2.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9124500155448914,,,,0.9924799799919128,,,,,1.220790028572083,,,,,,,,
CR.1.URB.Q2.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.49864959716797,,,81.129998,81.13294982910156,,,,,70.83616638183594,88.60999899999999,,94.379997,,,,,
CR.1.URB.Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.72737121582031,,,83.859998,83.86219787597656,,,,,76.21053314208984,91.869998,,92.739999,,,,,
CR.1.URB.Q3.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.11144256591797,,,88.169998,88.17249298095703,,,,,70.01278686523438,97.790003,,89.109999,,,,,
CR.1.URB.Q3.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.032899975776672,,,,1.088260054588318,,,,,0.8717300295829773,,,,,,,,
CR.1.URB.Q3.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.34430694580078,,,80.39,80.3904037475586,,,,,80.31471252441406,87.459999,,95.779997,,,,,
CR.1.URB.Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.98330688476564,,,93.330002,93.32913970947266,,,,,90.55811309814452,94.859999,,96.920002,,,,,
CR.1.URB.Q4.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.93074798583984,,,94.770002,94.76512908935548,,,,,93.12258911132812,95.76,,97.750002,,,,,
CR.1.URB.Q4.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998870015144348,,,,1.028929948806763,,,,,1.056439995765686,,,,,,,,
CR.1.URB.Q4.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.03632354736328,,,92.019999,92.02351379394533,,,,,87.86705017089844,94.139999,,96.219999,,,,,
CR.1.URB.Q5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.04080200195312,,,97.530001,97.53246307373048,,,,,97.345703125,96.789998,,97.890002,,,,,
CR.1.URB.Q5.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.61392974853516,,,98.150003,98.14602661132812,,,,,97.60446166992188,97.619998,,98.290002,,,,,
CR.1.URB.Q5.GPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.011469960212708,,,,1.012549996376038,,,,,1.005200028419495,,,,,,,,
CR.1.URB.Q5.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4941635131836,,,96.91,96.91422271728516,,,,,97.09722137451172,95.829999,,97.530001,,,,,
CR.1.URB.WPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5792499780654907,,,,0.6021999716758728,,,,,0.8426499962806702,,,,,,,,
CR.1.WPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6485700011253357,,,0.7112294435501099,0.7112299799919128,,,,,0.893310010433197,0.8992595672607422,,0.9233771562576294,,,,,
CR.2,,,,,,,,,,,,,,,,,,,,54.40000152587891,55.69999694824219,56.90000152587891,58.09999847412109,58.99999618530273,59.60000228881836,60.5,61.59999847412109,62.90000152587891,64.20000457763672,66.82999699999999,66.9000015258789,68.5,70.30000305175781,71.9000015258789,69.73898315429688,75.4000015258789,76.70000457763672,73.280001,73.2824935913086,78.5,79.0999984741211,79.69999694824219,80.4000015258789,80.24801635742188,81.709999,82.30000305175781,84.060001,83.80000305175781,84.5999984741211,,,
CR.2.F,,,,,,,,,,,,,,,,,,,,46.59999847412109,48.10000228881836,49.59999847412109,51.09999847412109,52.49999618530273,53.89999771118164,55.59999847412109,57.09999847412109,58.79999923706055,60.20000076293945,63.05000200000001,63.5,65.5,67.5999984741211,69.5999984741211,66.66165924072266,74.0,75.80000305175781,71.71000199999999,71.71381378173828,78.5999984741211,79.5,80.5,81.5,81.1178970336914,83.230001,84.0999984741211,85.189998,86.0,86.9000015258789,,,
CR.2.F.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7381600141525269,,,,0.7779600024223328,,,,,0.8915799856185913,,,,,,,,
CR.2.F.WPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3627099990844727,,,,0.4574800133705139,,,,,0.757889986038208,,,,,,,,
CR.2.GPIA,,,,,,,,,,,,,,,,,,,,0.7455999851226807,0.7574803233146667,0.7689922451972961,0.7837422490119934,0.801526665687561,0.8216463327407837,0.844984769821167,0.8599398136138916,0.8736999034881592,0.8788321018218994,0.8949609398841858,0.8981611728668213,0.9109874367713928,0.9234972596168518,0.9329758882522584,0.9151999950408936,0.9610389471054076,0.974293053150177,0.9577935338020324,0.9578400254249572,0.9987293481826782,1.00628936290741,1.014906883239746,1.022085905075073,1.021090030670166,1.033161163330078,1.035671830177307,1.024298548698425,1.044185996055603,1.047180652618408,,,
CR.2.LPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7586696147918701,,,,,0.8051000237464905,,,0.8229460120201111,0.8229900002479553,,,,,0.8914600014686584,0.9214560985565186,,0.9223785400390624,,,,,
CR.2.M,,,,,,,,,,,,,,,,,,,,62.5,63.5,64.5,65.20000457763672,65.5,65.5999984741211,65.80000305175781,66.39999389648438,67.29999542236328,68.5,70.450002,70.70000457763672,71.9000015258789,73.19999694824219,74.5999984741211,72.83817291259766,77.0,77.80000305175781,74.870002,74.87014770507812,78.69999694824219,79.0,79.29999542236328,79.69999694824219,79.40680694580078,80.470002,81.0999984741211,83.12,82.20000457763672,82.80000305175781,,,
